playerID,homeAway,Name,Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,InitPlayerName,InitPlayerID,Away?
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
,Away,,,,,,,,,,@
