playerID,homeAway,name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,FanduelNumber,InitPlayerName,InitPlayerID,AtTeam
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
,Away,,,,,,,,,,,,,,,,,,
