playerID,homeAway,First Name Last Name,Id,First Name,Last Name,Position,Team,Opponent,Game,Time,Salary,FPPG,Injury Status,InitPlayerName,InitPlayerID,Away?
2301,Home,Malcolm Delaney,nba.p.5696,Malcolm,Delaney,PG,ATL,PHI,ATL@PHI,7:00PM EDT,10,11.1,,DeMarre Carroll,1631,@PHI
85,Away,Sergio Rodriguez,nba.p.4155,Sergio,Rodriguez,PG,PHI,ATL,ATL@PHI,7:00PM EDT,10,18.6,INJ,Jon Leuer,4000,@ATL
373,Away,Tiago Splitter,nba.p.4306,Tiago,Splitter,C,PHI,ATL,ATL@PHI,7:00PM EDT,10,12,,Monta Ellis,129,@ATL
765,Away,Jerryd Bayless,nba.p.4473,Jerryd,Bayless,SG,PHI,ATL,ATL@PHI,7:00PM EDT,10,19.6,INJ,Shabazz Muhammad,24245,@ATL
1606,Away,Gerald Henderson,nba.p.4617,Gerald,Henderson,SG,PHI,ATL,ATL@PHI,7:00PM EDT,10,16.1,O,Evan Turner,2325,@ATL
11707,Away,Robert Covington,nba.p.5253,Robert,Covington,SF,PHI,ATL,ATL@PHI,7:00PM EDT,29,27.6,,Cory Joseph,7108,@ATL
49880,Away,Joel Embiid,nba.p.5294,Joel,Embiid,PF,PHI,ATL,ATL@PHI,7:00PM EDT,10,36.2,INJ,Channing Frye,84,@ATL
26608,Away,Nik Stauskas,nba.p.5319,Nik,Stauskas,SG,PHI,ATL,ATL@PHI,7:00PM EDT,10,17,,Brandon Knight,2258,@ATL
24342,Away,Dario Saric,nba.p.5323,Dario,Saric,PF,PHI,ATL,ATL@PHI,7:00PM EDT,36,24.3,,Nik Stauskas,26608,@ATL
24685,Away,Jahlil Okafor,nba.p.5434,Jahlil,Okafor,C,PHI,ATL,ATL@PHI,7:00PM EDT,12,20.3,INJ,Nerlens Noel,24303,@ATL
24291,Away,Justin Anderson,nba.p.5481,Justin,Anderson,PF,PHI,ATL,ATL@PHI,7:00PM EDT,10,12.5,,E'Twaun Moore,2354,@ATL
42932,Away,Richaun Holmes,nba.p.5497,Richaun,Holmes,C,PHI,ATL,ATL@PHI,7:00PM EDT,18,18.9,,Patty Mills,1632,@ATL
22550,Away,T.J. McConnell,nba.p.5582,T.J.,McConnell,PG,PHI,ATL,ATL@PHI,7:00PM EDT,18,21.5,,Montrezl Harrell,24290,@ATL
,Away,Ben Simmons,nba.p.5600,Ben,Simmons,PG,PHI,ATL,ATL@PHI,7:00PM EDT,10,0,INJ,Dahntay Jones,445,@ATL
46508,Away,Timothe Luwawu-Cabarrot,nba.p.5655,Timothe,Luwawu-Cabarrot,SG,PHI,ATL,ATL@PHI,7:00PM EDT,10,8.5,,Doug McDermott,23478,@ATL
28798,Away,Shawn Long,nba.p.5725,Shawn,Long,C,PHI,ATL,ATL@PHI,7:00PM EDT,10,17.6,,Maybyner Nene,448,@ATL
308,Home,Dirk Nowitzki,nba.p.3252,Dirk,Nowitzki,PF,DAL,NO,DAL@NO,8:00PM EDT,22,26.6,,JaMychal Green,2187,@NO
276,Home,Devin Harris,nba.p.3822,Devin,Harris,SG,DAL,NO,DAL@NO,8:00PM EDT,10,13,,Ben McLemore,24188,@NO
298,Home,J.J. Barea,nba.p.4203,J.J.,Barea,SG,DAL,NO,DAL@NO,8:00PM EDT,11,21.3,,Jameer Nelson,388,@NO
1653,Home,Wesley Matthews,nba.p.4694,Wesley,Matthews,SG,DAL,NO,DAL@NO,8:00PM EDT,18,24.8,,Tyson Chandler,516,@NO
2279,Home,Manny Harris,nba.p.4827,Manny,Harris,SG,DAL,NO,DAL@NO,8:00PM EDT,10,4.9,,Tony Snell,22374,@NO
2372,Home,Harrison Barnes,nba.p.5013,Harrison,Barnes,SF,DAL,NO,DAL@NO,8:00PM EDT,24,29.3,,Alex Poythress,24266,@NO
24303,Home,Nerlens Noel,nba.p.5157,Nerlens,Noel,C,DAL,NO,DAL@NO,8:00PM EDT,18,21.2,,Joe Johnson,160,@NO
4873,Home,Seth Curry,nba.p.5245,Seth,Curry,PG,DAL,NO,DAL@NO,8:00PM EDT,24,22,GTD,Marreese Speights,771,@NO
9346,Home,Dwight Powell,nba.p.5356,Dwight,Powell,C,DAL,NO,DAL@NO,8:00PM EDT,10,14.6,,Tony Allen,391,@NO
24116,Home,Salah Mejri,nba.p.5536,Salah,Mejri,C,DAL,NO,DAL@NO,8:00PM EDT,10,10.3,,Arron Afflalo,54,@NO
24294,Home,A.J. Hammons,nba.p.5677,A.J.,Hammons,C,DAL,NO,DAL@NO,8:00PM EDT,10,3.6,,Kelly Olynyk,8330,@NO
24159,Home,Dorian Finney-Smith,nba.p.5693,Dorian,Finney-Smith,SF,DAL,NO,DAL@NO,8:00PM EDT,10,10.2,,Willie Cauley-Stein,24287,@NO
59353,Home,Nicolas Brussino,nba.p.5699,Nicolas,Brussino,SG,DAL,NO,DAL@NO,8:00PM EDT,10,5.1,,Jeff Green,37,@NO
24236,Home,Jarrod Uthoff,nba.p.5705,Jarrod,Uthoff,PF,DAL,NO,DAL@NO,8:00PM EDT,10,1.6,,Timofey Mozgov,11008,@NO
24263,Home,Yogi Ferrell,nba.p.5720,Yogi,Ferrell,PG,DAL,NO,DAL@NO,8:00PM EDT,10,19.7,,Derrick Favors,2191,@NO
775,Away,Alexis Ajinca,nba.p.4482,Alexis,Ajinca,C,NO,DAL,DAL@NO,8:00PM EDT,10,11.4,,Caris LeVert,42322,@DAL
807,Away,Omer Asik,nba.p.4499,Omer,Asik,PF,NO,DAL,DAL@NO,8:00PM EDT,10,10.3,INJ,Norman Powell,24195,@DAL
1615,Away,Jrue Holiday,nba.p.4622,Jrue,Holiday,SG,NO,DAL,DAL@NO,8:00PM EDT,30,33.6,,Matt Dellavedova,8530,@DAL
1650,Away,Dante Cunningham,nba.p.4638,Dante,Cunningham,SF,NO,DAL,DAL@NO,8:00PM EDT,10,14.4,,D.J. Augustin,764,@DAL
2192,Away,DeMarcus Cousins,nba.p.4720,DeMarcus,Cousins,C,NO,DAL,DAL@NO,8:00PM EDT,50,49.2,GTD,Langston Galloway,22568,@DAL
,Away,Quincy Pondexter,nba.p.4757,Quincy,Pondexter,SG,NO,DAL,DAL@NO,8:00PM EDT,10,0,INJ,Justin Anderson,24291,@DAL
4441,Away,Jordan Crawford,nba.p.4758,Jordan,Crawford,SG,NO,DAL,DAL@NO,8:00PM EDT,13,21.4,,Skal Labissiere,42074,@DAL
2314,Away,Donatas Motiejunas,nba.p.4902,Donatas,Motiejunas,PF,NO,DAL,DAL@NO,8:00PM EDT,10,10.5,,Jordan Farmar,91,@DAL
2354,Away,E'Twaun Moore,nba.p.4937,E'Twaun,Moore,SG,NO,DAL,DAL@NO,8:00PM EDT,10,17.4,,Ivica Zubac,49290,@DAL
13305,Away,Anthony Davis,nba.p.5007,Anthony,Davis,PF,NO,DAL,DAL@NO,8:00PM EDT,55,50.6,,Al Jefferson,384,@DAL
6653,Away,Solomon Hill,nba.p.5193,Solomon,Hill,SF,NO,DAL,DAL@NO,8:00PM EDT,11,16.3,,Shelvin Mack,9419,@DAL
3977,Away,Tim Frazier,nba.p.5414,Tim,Frazier,PG,NO,DAL,DAL@NO,8:00PM EDT,10,18.9,,Troy Daniels,18948,@DAL
24179,Away,Quinn Cook,nba.p.5588,Quinn,Cook,PG,NO,DAL,DAL@NO,8:00PM EDT,10,6.8,,Andre Roberson,23283,@DAL
49975,Away,Cheick Diallo,nba.p.5664,Cheick,Diallo,PF,NO,DAL,DAL@NO,8:00PM EDT,10,8.2,,Alan Williams,31153,@DAL
264,Home,Ian Mahinmi,nba.p.3954,Ian,Mahinmi,C,WAS,LAC,WAS@LAC,10:30PM EDT,10,13.9,,Shawn Long,28798,@LAC
145,Home,Marcin Gortat,nba.p.3983,Marcin,Gortat,C,WAS,LAC,WAS@LAC,10:30PM EDT,17,27.1,,Manu Ginobili,266,@LAC
51,Home,Jason Smith,nba.p.4298,Jason,Smith,PF,WAS,LAC,WAS@LAC,10:30PM EDT,10,11.8,,Justin Holiday,6968,@LAC
1609,Home,Brandon Jennings,nba.p.4615,Brandon,Jennings,PG,WAS,LAC,WAS@LAC,10:30PM EDT,10,18.7,,Willy Hernangomez,37870,@LAC
2195,Home,John Wall,nba.p.4716,John,Wall,PG,WAS,LAC,WAS@LAC,10:30PM EDT,50,46,,Sergio Rodriguez,85,@LAC
4191,Home,Markieff Morris,nba.p.4894,Markieff,Morris,PF,WAS,LAC,WAS@LAC,10:30PM EDT,21,26.8,,Jodie Meeks,1644,@LAC
9740,Home,Bojan Bogdanovic,nba.p.4913,Bojan,Bogdanovic,SG,WAS,LAC,WAS@LAC,10:30PM EDT,15,21,,Joe Ingles,1683,@LAC
24148,Home,Bradley Beal,nba.p.5009,Bradley,Beal,SG,WAS,LAC,WAS@LAC,10:30PM EDT,34,34.3,,Devin Harris,276,@LAC
24374,Home,Tomas Satoransky,nba.p.5066,Tomas,Satoransky,PG,WAS,LAC,WAS@LAC,10:30PM EDT,10,7.1,,Rodney Stuckey,42,@LAC
24181,Home,Otto Porter,nba.p.5154,Otto,Porter,SF,WAS,LAC,WAS@LAC,10:30PM EDT,27,28.6,,Alex Len,26866,@LAC
24223,Home,Trey Burke,nba.p.5160,Trey,Burke,PG,WAS,LAC,WAS@LAC,10:30PM EDT,10,8.3,,P.J. Tucker,100,@LAC
52352,Home,"Kelly Oubre, Jr.",nba.p.5475,Kelly,Oubre Jr.,SF,WAS,LAC,WAS@LAC,10:30PM EDT,10,11.9,,Iman Shumpert,2183,@LAC
41445,Home,Chris McCullough,nba.p.5489,Chris,McCullough,PF,WAS,LAC,WAS@LAC,10:30PM EDT,10,4.3,,Rondae Hollis-Jefferson,24675,@LAC
24189,Home,Sheldon McClellan,nba.p.5729,Sheldon,McClellan,SG,WAS,LAC,WAS@LAC,10:30PM EDT,10,5.2,,Joe Harris,23549,@LAC
24260,Home,Daniel Ochefu,nba.p.5730,Daniel,Ochefu,C,WAS,LAC,WAS@LAC,10:30PM EDT,10,2.3,,Matt Barnes,505,@LAC
566,Away,Paul Pierce,nba.p.3253,Paul,Pierce,PF,LAC,WAS,WAS@LAC,10:30PM EDT,10,6.9,,Tristan Thompson,7103,@WAS
162,Away,Jamal Crawford,nba.p.3407,Jamal,Crawford,SG,LAC,WAS,WAS@LAC,10:30PM EDT,10,19.2,,David Lee,164,@WAS
61,Away,Chris Paul,nba.p.3930,Chris,Paul,PG,LAC,WAS,WAS@LAC,10:30PM EDT,44,39.9,,Vince Carter,275,@WAS
62,Away,Raymond Felton,nba.p.3931,Raymond,Felton,SF,LAC,WAS,WAS@LAC,10:30PM EDT,10,15.5,,Tim Frazier,3977,@WAS
126,Away,Brandon Bass,nba.p.3959,Brandon,Bass,PF,LAC,WAS,WAS@LAC,10:30PM EDT,10,9.6,,Tyler Ulis,52567,@WAS
939,Away,Alan Anderson,nba.p.3995,Alan,Anderson,SG,LAC,WAS,WAS@LAC,10:30PM EDT,10,5.1,,Spencer Dinwiddie,30385,@WAS
76,Away,J.J. Redick,nba.p.4139,J.J.,Redick,SG,LAC,WAS,WAS@LAC,10:30PM EDT,12,21.1,GTD,Bobby Portis,41433,@WAS
771,Away,Marreese Speights,nba.p.4478,Marreese,Speights,PF,LAC,WAS,WAS@LAC,10:30PM EDT,10,17.2,,Rajon Rondo,93,@WAS
802,Away,DeAndre Jordan,nba.p.4497,DeAndre,Jordan,C,LAC,WAS,WAS@LAC,10:30PM EDT,29,33.6,,Kyle O'Quinn,19543,@WAS
786,Away,Luc Mbah a Moute,nba.p.4498,Luc Richard,Mbah a Moute,SF,LAC,WAS,WAS@LAC,10:30PM EDT,10,11.7,,"Larry Nance, Jr.",30624,@WAS
1596,Away,Blake Griffin,nba.p.4561,Blake,Griffin,PF,LAC,WAS,WAS@LAC,10:30PM EDT,43,39,,Garrett Temple,1757,@WAS
4081,Away,Wesley Johnson,nba.p.4719,Wesley,Johnson,SF,LAC,WAS,WAS@LAC,10:30PM EDT,10,8.2,,Anthony Tolliver,328,@WAS
9291,Away,Austin Rivers,nba.p.5016,Austin,Rivers,PG,LAC,WAS,WAS@LAC,10:30PM EDT,10,19.7,,Andre Iguodala,379,@WAS
24658,Away,Brice Johnson,nba.p.5656,Brice,Johnson,PF,LAC,WAS,WAS@LAC,10:30PM EDT,10,5,,Luol Deng,323,@WAS
41493,Away,Diamond Stone,nba.p.5671,Diamond,Stone,C,LAC,WAS,WAS@LAC,10:30PM EDT,10,2.5,INJ,Solomon Hill,6653,@WAS
59,Home,Marvin Williams,nba.p.3928,Marvin,Williams,PF,CHA,TOR,CHA@TOR,7:30PM EDT,26,24.4,,Danny Green,1642,@TOR
48,Home,Marco Belinelli,nba.p.4296,Marco,Belinelli,SF,CHA,TOR,CHA@TOR,7:30PM EDT,10,17.6,,Patrick Patterson,2152,@TOR
14,Home,Ramon Sessions,nba.p.4333,Ramon,Sessions,PG,CHA,TOR,CHA@TOR,7:30PM EDT,10,12.3,INJ,Ian Clark,14156,@TOR
782,Home,Nicolas Batum,nba.p.4487,Nicolas,Batum,SG,CHA,TOR,CHA@TOR,7:30PM EDT,27,33.4,,Josh Huestis,23259,@TOR
2181,Home,Kemba Walker,nba.p.4890,Kemba,Walker,PG,CHA,TOR,CHA@TOR,7:30PM EDT,41,38,,Amir Johnson,147,@TOR
9290,Home,Michael Kidd-Gilchrist,nba.p.5008,Michael,Kidd-Gilchrist,SF,CHA,TOR,CHA@TOR,7:30PM EDT,15,22.9,,James Ennis,31122,@TOR
22394,Home,Jeremy Lamb,nba.p.5018,Jeremy,Lamb,SG,CHA,TOR,CHA@TOR,7:30PM EDT,10,17.5,,Dante Cunningham,1650,@TOR
3654,Home,Miles Plumlee,nba.p.5060,Miles,Plumlee,C,CHA,TOR,CHA@TOR,7:30PM EDT,10,6.5,,Jonathon Simmons,30740,@TOR
1806,Home,Brian Roberts,nba.p.5105,Brian,Roberts,SG,CHA,TOR,CHA@TOR,7:30PM EDT,10,5.9,,Isaiah Whitehead,42078,@TOR
24152,Home,Cody Zeller,nba.p.5155,Cody,Zeller,C,CHA,TOR,CHA@TOR,7:30PM EDT,14,23.8,,Thabo Sefolosha,86,@TOR
24170,Home,Johnny O'Bryant,nba.p.5347,Johnny,O'Bryant III,PF,CHA,TOR,CHA@TOR,7:30PM EDT,10,6.1,INJ,Archie Goodwin,24257,@TOR
28751,Home,Frank Kaminsky,nba.p.5469,Frank,Kaminsky,PF,CHA,TOR,CHA@TOR,7:30PM EDT,26,22.4,,Derrick Williams,6644,@TOR
31269,Home,Treveon Graham,nba.p.5539,Treveon,Graham,SG,CHA,TOR,CHA@TOR,7:30PM EDT,10,2.7,,Marcus Thornton,1634,@TOR
41451,Home,Christian Wood,nba.p.5583,Christian,Wood,PF,CHA,TOR,CHA@TOR,7:30PM EDT,10,6.4,,Alec Burks,4169,@TOR
31267,Home,Briante Weber,nba.p.5593,Briante,Weber,PG,CHA,TOR,CHA@TOR,7:30PM EDT,10,6.9,,Paul Zipser,26506,@TOR
78,Away,Kyle Lowry,nba.p.4152,Kyle,Lowry,PG,TOR,CHA,CHA@TOR,7:30PM EDT,40,41.2,INJ,Lance Stephenson,2196,@CHA
100,Away,P.J. Tucker,nba.p.4163,P.J.,Tucker,SF,TOR,CHA,CHA@TOR,7:30PM EDT,11,18.8,,Raymond Felton,62,@CHA
779,Away,Serge Ibaka,nba.p.4486,Serge,Ibaka,PF,TOR,CHA,CHA@TOR,7:30PM EDT,25,28.3,,Dante Exum,28245,@CHA
1605,Away,DeMar DeRozan,nba.p.4614,DeMar,DeRozan,SG,TOR,CHA,CHA@TOR,7:30PM EDT,42,39.5,,JaVale McGee,773,@CHA
1631,Away,DeMarre Carroll,nba.p.4632,DeMarre,Carroll,SF,TOR,CHA,CHA@TOR,7:30PM EDT,10,18.8,GTD,"Kelly Oubre, Jr.",52352,@CHA
2152,Away,Patrick Patterson,nba.p.4729,Patrick,Patterson,PF,TOR,CHA,CHA@TOR,7:30PM EDT,10,16.8,,Nemanja Bjelica,2565,@CHA
24239,Away,Jonas Valanciunas,nba.p.4886,Jonas,Valanciunas,C,TOR,CHA,CHA@TOR,7:30PM EDT,16,25.4,,Jared Dudley,44,@CHA
7108,Away,Cory Joseph,nba.p.4911,Cory,Joseph,PG,TOR,CHA,CHA@TOR,7:30PM EDT,14,18.4,,Ramon Sessions,14,@CHA
24240,Away,Lucas Nogueira,nba.p.5186,Lucas,Nogueira,PF,TOR,CHA,CHA@TOR,7:30PM EDT,10,15.2,,Sam Dekker,28239,@CHA
59172,Away,Bruno Caboclo,nba.p.5331,Bruno,Caboclo,SF,TOR,CHA,CHA@TOR,7:30PM EDT,10,2.2,,Darrell Arthur,785,@CHA
56842,Away,Delon Wright,nba.p.5480,Delon,Wright,PG,TOR,CHA,CHA@TOR,7:30PM EDT,10,13.8,,John Henson,2209,@CHA
24195,Away,Norman Powell,nba.p.5506,Norman,Powell,SG,TOR,CHA,CHA@TOR,7:30PM EDT,10,13.9,,Chandler Parsons,2537,@CHA
53231,Away,Jakob Poeltl,nba.p.5640,Jakob,Poeltl,C,TOR,CHA,CHA@TOR,7:30PM EDT,10,7.4,,Jaylen Brown,52544,@CHA
81426,Away,Pascal Siakam,nba.p.5658,Pascal,Siakam,PF,TOR,CHA,CHA@TOR,7:30PM EDT,10,10.6,,Dwight Powell,9346,@CHA
44094,Away,Fred VanVleet,nba.p.5727,Fred,VanVleet,PG,TOR,CHA,CHA@TOR,7:30PM EDT,10,6.3,,Luc Mbah a Moute,786,@CHA
505,Home,Matt Barnes,nba.p.3643,Matt,Barnes,SF,GS,SA,GS@SA,9:30PM EDT,12,18.7,,Glenn Robinson,28500,@SA
458,Home,David West,nba.p.3721,David,West,PF,GS,SA,GS@SA,9:30PM EDT,10,12.6,,Mindaugas Kuzminskas,9729,@SA
311,Home,Zaza Pachulia,nba.p.3745,Zaza,Pachulia,C,GS,SA,GS@SA,9:30PM EDT,10,17.8,,Brandon Jennings,1609,@SA
377,Home,Shaun Livingston,nba.p.3821,Shaun,Livingston,PG,GS,SA,GS@SA,9:30PM EDT,10,10.3,,Lance Thomas,1948,@SA
379,Home,Andre Iguodala,nba.p.3826,Andre,Iguodala,SG,GS,SA,GS@SA,9:30PM EDT,11,19.8,,Beno Udrih,394,@SA
34,Home,Kevin Durant,nba.p.4244,Kevin,Durant,SF,GS,SA,GS@SA,9:30PM EDT,50,46.6,INJ,Ian Mahinmi,264,@SA
773,Home,JaVale McGee,nba.p.4480,JaVale,McGee,C,GS,SA,GS@SA,9:30PM EDT,10,11,,Kosta Koufos,778,@SA
1600,Home,Stephen Curry,nba.p.4612,Stephen,Curry,PG,GS,SA,GS@SA,9:30PM EDT,51,42.9,,Rodney McGruder,4210,@SA
4717,Home,Klay Thompson,nba.p.4892,Klay,Thompson,SG,GS,SA,GS@SA,9:30PM EDT,32,32.2,,Brandan Wright,45,@SA
2369,Home,Draymond Green,nba.p.5069,Draymond,Green,PF,GS,SA,GS@SA,9:30PM EDT,38,35.9,,T.J. McConnell,22550,@SA
14156,Home,Ian Clark,nba.p.5237,Ian,Clark,PG,GS,SA,GS@SA,9:30PM EDT,10,11.5,,Delon Wright,56842,@SA
,Home,James Michael McAdoo,nba.p.5385,James Michael,McAdoo,PF,GS,SA,GS@SA,9:30PM EDT,10,6.9,,Trey Lyles,28238,@SA
41494,Home,Kevon Looney,nba.p.5490,Kevon,Looney,PF,GS,SA,GS@SA,9:30PM EDT,10,7.1,,Toney Douglas,1624,@SA
42379,Home,Damian Jones,nba.p.5661,Damian,Jones,C,GS,SA,GS@SA,9:30PM EDT,10,3.9,,Aron Baynes,1790,@SA
80940,Home,Patrick McCaw,nba.p.5669,Patrick,McCaw,SF,GS,SA,GS@SA,9:30PM EDT,10,8.2,,Timothe Luwawu-Cabarrot,46508,@SA
266,Away,Manu Ginobili,nba.p.3380,Manu,Ginobili,SG,SA,GS,GS@SA,9:30PM EDT,10,16.6,,Richard Jefferson,278,@GS
515,Away,Pau Gasol,nba.p.3513,Pau,Gasol,C,SA,GS,GS@SA,9:30PM EDT,19,27.2,,Tarik Black,9359,@GS
268,Away,Tony Parker,nba.p.3527,Tony,Parker,PG,SA,GS,GS@SA,9:30PM EDT,10,19.3,,Edy Tavares,39662,@GS
164,Away,David Lee,nba.p.3956,David,Lee,PF,SA,GS,GS@SA,9:30PM EDT,11,17.1,,Jerami Grant,24661,@GS
66,Away,LaMarcus Aldridge,nba.p.4130,LaMarcus,Aldridge,PF,SA,GS,GS@SA,9:30PM EDT,29,31.9,,Bismack Biyombo,24340,@GS
789,Away,Joel Anthony,nba.p.4339,Joel,Anthony,PF,SA,GS,GS@SA,9:30PM EDT,10,3.5,,Mike Muscala,17065,@GS
1642,Away,Danny Green,nba.p.4651,Danny,Green,SG,SA,GS,GS@SA,9:30PM EDT,10,17.5,,Spencer Hawes,370,@GS
1632,Away,Patty Mills,nba.p.4660,Patty,Mills,PG,SA,GS,GS@SA,9:30PM EDT,12,18.9,,Alex Abrines,26575,@GS
2256,Away,Kawhi Leonard,nba.p.4896,Kawhi,Leonard,SF,SA,GS,GS@SA,9:30PM EDT,50,42.1,,David Nwaba,58185,@GS
24343,Away,Davis Bertans,nba.p.4926,Davis,Bertans,SF,SA,GS,GS@SA,9:30PM EDT,10,8.3,,Michael Carter-Williams,24158,@GS
28991,Away,Dewayne Dedmon,nba.p.5256,Dewayne,Dedmon,C,SA,GS,GS@SA,9:30PM EDT,10,15.8,,Derrick Jones,59508,@GS
24265,Away,Kyle Anderson,nba.p.5341,Kyle,Anderson,SG,SA,GS,GS@SA,9:30PM EDT,10,9.6,,Domas Sabonis,33381,@GS
30740,Away,Jonathon Simmons,nba.p.5526,Jonathon,Simmons,SF,SA,GS,GS@SA,9:30PM EDT,10,12.1,,Jason Smith,51,@GS
73136,Away,Dejounte Murray,nba.p.5660,Dejounte,Murray,PG,SA,GS,GS@SA,9:30PM EDT,10,6.6,INJ,Justin Hamilton,9475,@GS
42884,Away,Bryn Forbes,nba.p.5726,Bryn,Forbes,PG,SA,GS,GS@SA,9:30PM EDT,10,2.6,,Meyers Leonard,9270,@GS
,Away, ,,,,,,,,,,,,Malcolm Delaney,2301,@
,Away, ,,,,,,,,,,,,Shaun Livingston,377,@
,Away, ,,,,,,,,,,,,Anthony Morrow,864,@
,Away, ,,,,,,,,,,,,Thomas Robinson,2383,@
,Away, ,,,,,,,,,,,,,,@
,Away, ,,,,,,,,,,,,Mike Dunleavy,244,@
,Away, ,,,,,,,,,,,,Anthony Brown,6998,@
,Away, ,,,,,,,,,,,,Chasson Randle,24199,@
,Away, ,,,,,,,,,,,,Gerald Green,354,@
,Away, ,,,,,,,,,,,,Wayne Selden,24687,@
,Away, ,,,,,,,,,,,,Denzel Valentine,44077,@
,Away, ,,,,,,,,,,,,Cameron Payne,57476,@
,Away, ,,,,,,,,,,,,Omri Casspi,1618,@
,Away, ,,,,,,,,,,,,Zaza Pachulia,311,@
,Away, ,,,,,,,,,,,,Hollis Thompson,6088,@
,Away, ,,,,,,,,,,,,Andrew Harrison,24306,@
,Away, ,,,,,,,,,,,,Taurean Prince,42410,@
,Away, ,,,,,,,,,,,,Joffrey Lauvergne,24383,@
,Away, ,,,,,,,,,,,,Leandro Barbosa,465,@
,Away, ,,,,,,,,,,,,Terry Rozier,24644,@
,Away, ,,,,,,,,,,,,Brandon Rush,767,@
,Away, ,,,,,,,,,,,,Brandon Bass,126,@
,Away, ,,,,,,,,,,,,Mirza Teletovic,28228,@
,Away, ,,,,,,,,,,,,Quincy Acy,4130,@
,Away, ,,,,,,,,,,,,Jonathan Gibson,2550,@
,Away, ,,,,,,,,,,,,Lucas Nogueira,24240,@
,Away, ,,,,,,,,,,,,Trey Burke,24223,@
,Away, ,,,,,,,,,,,,Juancho Hernangomez,52816,@
,Away, ,,,,,,,,,,,,Josh McRoberts,6,@
,Away, ,,,,,,,,,,,,Reggie Williams,1783,@
,Away, ,,,,,,,,,,,,Greivis Vasquez,2327,@
,Away, ,,,,,,,,,,,,Aaron Brooks,53,@
,Away, ,,,,,,,,,,,,Mario Hezonja,24763,@
,Away, ,,,,,,,,,,,,Corey Brewer,43,@
,Away, ,,,,,,,,,,,,Dewayne Dedmon,28991,@
,Away, ,,,,,,,,,,,,Joakim Noah,50,@
,Away, ,,,,,,,,,,,,Cristiano Felicio,24840,@
,Away, ,,,,,,,,,,,,Pascal Siakam,81426,@
,Away, ,,,,,,,,,,,,Jerian Grant,9389,@
,Away, ,,,,,,,,,,,,Luke Babbitt,2185,@
,Away, ,,,,,,,,,,,,Kevin Seraphin,2429,@
,Away, ,,,,,,,,,,,,Jason Terry,304,@
,Away, ,,,,,,,,,,,,Dorian Finney-Smith,24159,@
,Away, ,,,,,,,,,,,,Ron Baker,30538,@
,Away, ,,,,,,,,,,,,Shabazz Napier,22395,@
,Away, ,,,,,,,,,,,,C.J. Watson,787,@
,Away, ,,,,,,,,,,,,Ed Davis,2174,@
,Away, ,,,,,,,,,,,,Roy Hibbert,772,@
,Away, ,,,,,,,,,,,,Adreian Payne,9303,@
,Away, ,,,,,,,,,,,,Christian Wood,41451,@
,Away, ,,,,,,,,,,,,Reggie Bullock,7120,@
,Away, ,,,,,,,,,,,,Jarell Martin,41442,@
,Away, ,,,,,,,,,,,,Thon Maker,42192,@
,Away, ,,,,,,,,,,,,Randy Foye,79,@
,Away, ,,,,,,,,,,,,Willie Reed,10776,@
,Away, ,,,,,,,,,,,,Davis Bertans,24343,@
,Away, ,,,,,,,,,,,,George Papagiannis,32198,@
,Away, ,,,,,,,,,,,,Kris Humphries,383,@
,Away, ,,,,,,,,,,,,Donatas Motiejunas,2314,@
,Away, ,,,,,,,,,,,,Isaiah Canaan,12049,@
,Away, ,,,,,,,,,,,,Noah Vonleh,24323,@
,Away, ,,,,,,,,,,,,Tyler Zeller,2175,@
,Away, ,,,,,,,,,,,,Nicolas Laprovittola,25038,@
,Away, ,,,,,,,,,,,,Tyler Ennis,27049,@
,Away, ,,,,,,,,,,,,David West,458,@
,Away, ,,,,,,,,,,,,Jonas Jerebko,1623,@
,Away, ,,,,,,,,,,,,Marcus Georges-Hunt,24663,@
,Away, ,,,,,,,,,,,,Chinanu Onuaku,54847,@
,Away, ,,,,,,,,,,,,Demetrius Jackson,43395,@
,Away, ,,,,,,,,,,,,Justin Harper,10687,@
,Away, ,,,,,,,,,,,,Alexis Ajinca,775,@
,Away, ,,,,,,,,,,,,Troy Williams,24319,@
,Away, ,,,,,,,,,,,,Boban Marjanovic,2413,@
,Away, ,,,,,,,,,,,,Pierre Jackson,28285,@
,Away, ,,,,,,,,,,,,Kris Dunn,28240,@
,Away, ,,,,,,,,,,,,Dejounte Murray,73136,@
,Away, ,,,,,,,,,,,,Rashad Vaughn,42082,@
,Away, ,,,,,,,,,,,,Stanley Johnson,26756,@
,Away, ,,,,,,,,,,,,Wade Baldwin IV,81056,@
,Away, ,,,,,,,,,,,,Kay Felder,57281,@
,Away, ,,,,,,,,,,,,Boris Diaw,459,@
,Away, ,,,,,,,,,,,,Tiago Splitter,373,@
,Away, ,,,,,,,,,,,,Jose Calderon,794,@
,Away, ,,,,,,,,,,,,K.J. McDaniels,28823,@
,Away, ,,,,,,,,,,,,Jeff Withey,4518,@
,Away, ,,,,,,,,,,,,Tyus Jones,26752,@
,Away, ,,,,,,,,,,,,Luis Scola,181,@
,Away, ,,,,,,,,,,,,Dragan Bender,41582,@
,Away, ,,,,,,,,,,,,Quinn Cook,24179,@
,Away, ,,,,,,,,,,,,Patrick McCaw,80940,@
,Away, ,,,,,,,,,,,,Jakob Poeltl,53231,@
,Away, ,,,,,,,,,,,,Brian Roberts,1806,@
,Away, ,,,,,,,,,,,,Metta World Peace,540,@
